# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        5.79561363e+01       6.52653210e-01      -2.47046434e-01      -1.37607614e-01      -3.95532547e-01      -1.61479233e-01       7.98652705e-02
        5.79661356e+01       6.48690129e-01      -2.48640586e-01      -1.36807625e-01      -3.97129507e-01      -1.57370122e-01       8.01423668e-02
        5.79761349e+01       6.44711291e-01      -2.50193578e-01      -1.36004889e-01      -3.98684084e-01      -1.53246438e-01       8.04147369e-02
        5.79861343e+01       6.40717120e-01      -2.51705264e-01      -1.35199453e-01      -4.00196160e-01      -1.49108626e-01       8.06824105e-02
        5.79961336e+01       6.36708043e-01      -2.53175506e-01      -1.34391364e-01      -4.01665619e-01      -1.44957132e-01       8.09454180e-02
        5.80061329e+01       6.32684486e-01      -2.54604169e-01      -1.33580668e-01      -4.03092352e-01      -1.40792400e-01       8.12037904e-02
        5.80161323e+01       6.28646876e-01      -2.55991123e-01      -1.32767412e-01      -4.04476255e-01      -1.36614878e-01       8.14575593e-02
        5.80261316e+01       6.24595643e-01      -2.57336243e-01      -1.31951641e-01      -4.05817228e-01      -1.32425011e-01       8.17067567e-02
        5.80361309e+01       6.20531216e-01      -2.58639407e-01      -1.31133400e-01      -4.07115174e-01      -1.28223247e-01       8.19514154e-02
        5.80461303e+01       6.16454026e-01      -2.59900499e-01      -1.30312736e-01      -4.08370002e-01      -1.24010031e-01       8.21915686e-02
        5.80561296e+01       6.12364505e-01      -2.61119406e-01      -1.29489694e-01      -4.09581625e-01      -1.19785812e-01       8.24272503e-02
        5.80661289e+01       6.08263084e-01      -2.62296020e-01      -1.28664316e-01      -4.10749962e-01      -1.15551037e-01       8.26584948e-02
        5.80761283e+01       6.04150198e-01      -2.63430239e-01      -1.27836649e-01      -4.11874934e-01      -1.11306152e-01       8.28853370e-02
        5.80861276e+01       6.00026279e-01      -2.64521963e-01      -1.27006734e-01      -4.12956469e-01      -1.07051606e-01       8.31078122e-02
        5.80961269e+01       5.95891764e-01      -2.65571098e-01      -1.26174618e-01      -4.13994497e-01      -1.02787846e-01       8.33259564e-02
        5.81061263e+01       5.91747087e-01      -2.66577554e-01      -1.25340341e-01      -4.14988955e-01      -9.85153186e-02       8.35398059e-02
        5.81161256e+01       5.87592684e-01      -2.67541245e-01      -1.24503947e-01      -4.15939782e-01      -9.42344722e-02       8.37493976e-02
        5.81261249e+01       5.83428991e-01      -2.68462091e-01      -1.23665479e-01      -4.16846924e-01      -8.99457537e-02       8.39547687e-02
        5.81361243e+01       5.79256447e-01      -2.69340015e-01      -1.22824977e-01      -4.17710329e-01      -8.56496102e-02       8.41559570e-02
        5.81461236e+01       5.75075487e-01      -2.70174946e-01      -1.21982485e-01      -4.18529951e-01      -8.13464889e-02       8.43530007e-02
        5.81561229e+01       5.70886552e-01      -2.70966815e-01      -1.21138044e-01      -4.19305748e-01      -7.70368363e-02       8.45459382e-02
        5.81661223e+01       5.66690078e-01      -2.71715560e-01      -1.20291693e-01      -4.20037682e-01      -7.27210990e-02       8.47348087e-02
        5.81761216e+01       5.62486504e-01      -2.72421121e-01      -1.19443474e-01      -4.20725719e-01      -6.83997232e-02       8.49196514e-02
        5.81861209e+01       5.58276271e-01      -2.73083446e-01      -1.18593426e-01      -4.21369831e-01      -6.40731549e-02       8.51005060e-02
        5.81961203e+01       5.54059816e-01      -2.73702483e-01      -1.17741590e-01      -4.21969994e-01      -5.97418395e-02       8.52774128e-02
        5.82061196e+01       5.49837580e-01      -2.74278188e-01      -1.16888005e-01      -4.22526186e-01      -5.54062221e-02       8.54504120e-02
        5.82161189e+01       5.45610002e-01      -2.74810521e-01      -1.16032709e-01      -4.23038392e-01      -5.10667474e-02       8.56195445e-02
        5.82261183e+01       5.41377523e-01      -2.75299444e-01      -1.15175741e-01      -4.23506600e-01      -4.67238597e-02       8.57848513e-02
        5.82361176e+01       5.37140582e-01      -2.75744926e-01      -1.14317139e-01      -4.23930803e-01      -4.23780026e-02       8.59463739e-02
        5.82461169e+01       5.32899619e-01      -2.76146939e-01      -1.13456940e-01      -4.24310998e-01      -3.80296192e-02       8.61041539e-02
        5.82561163e+01       5.28655074e-01      -2.76505460e-01      -1.12595183e-01      -4.24647185e-01      -3.36791521e-02       8.62582334e-02
        5.82661156e+01       5.24407388e-01      -2.76820472e-01      -1.11731903e-01      -4.24939371e-01      -2.93270434e-02       8.64086545e-02
        5.82761149e+01       5.20157000e-01      -2.77091958e-01      -1.10867137e-01      -4.25187564e-01      -2.49737342e-02       8.65554598e-02
        5.82861143e+01       5.15904350e-01      -2.77319911e-01      -1.10000921e-01      -4.25391780e-01      -2.06196651e-02       8.66986919e-02
        5.82961136e+01       5.11649878e-01      -2.77504323e-01      -1.09133291e-01      -4.25552035e-01      -1.62652762e-02       8.68383939e-02
        5.83061129e+01       5.07394023e-01      -2.77645195e-01      -1.08264281e-01      -4.25668351e-01      -1.19110064e-02       8.69746089e-02
        5.83161123e+01       5.03137225e-01      -2.77742529e-01      -1.07393926e-01      -4.25740756e-01      -7.55729428e-03       8.71073803e-02
        5.83261116e+01       4.98879922e-01      -2.77796334e-01      -1.06522261e-01      -4.25769280e-01      -3.20457722e-03       8.72367517e-02
        5.83361109e+01       4.94622553e-01      -2.77806621e-01      -1.05649318e-01      -4.25753957e-01       1.14670803e-03       8.73627668e-02
        5.83461103e+01       4.90365556e-01      -2.77773407e-01      -1.04775133e-01      -4.25694826e-01       5.49612568e-03       8.74854696e-02
        5.83561096e+01       4.86109370e-01      -2.77696714e-01      -1.03899736e-01      -4.25591931e-01       9.84324084e-03       8.76049040e-02
        5.83661089e+01       4.81854431e-01      -2.77576565e-01      -1.03023162e-01      -4.25445317e-01       1.41876196e-02       8.77211144e-02
        5.83761083e+01       4.77601176e-01      -2.77412991e-01      -1.02145442e-01      -4.25255036e-01       1.85288289e-02       8.78341451e-02
        5.83861076e+01       4.73350042e-01      -2.77206025e-01      -1.01266607e-01      -4.25021143e-01       2.28664369e-02       8.79440405e-02
        5.83961069e+01       4.69101465e-01      -2.76955706e-01      -1.00386688e-01      -4.24743697e-01       2.72000126e-02       8.80508451e-02
        5.84061063e+01       4.64855880e-01      -2.76662076e-01      -9.95057174e-02      -4.24422761e-01       3.15291262e-02       8.81546037e-02
        5.84161056e+01       4.60613721e-01      -2.76325182e-01      -9.86237239e-02      -4.24058402e-01       3.58533489e-02       8.82553608e-02
        5.84261049e+01       4.56375422e-01      -2.75945074e-01      -9.77407378e-02      -4.23650692e-01       4.01722532e-02       8.83531615e-02
        5.84361043e+01       4.52141416e-01      -2.75521809e-01      -9.68567882e-02      -4.23199705e-01       4.44854126e-02       8.84480504e-02
        5.84461036e+01       4.47912136e-01      -2.75055446e-01      -9.59719042e-02      -4.22705520e-01       4.87924019e-02       8.85400725e-02
        5.84561029e+01       4.43688013e-01      -2.74546048e-01      -9.50861142e-02      -4.22168221e-01       5.30927969e-02       8.86292727e-02
        5.84661023e+01       4.39469477e-01      -2.73993684e-01      -9.41994462e-02      -4.21587894e-01       5.73861751e-02       8.87156960e-02
        5.84761016e+01       4.35256960e-01      -2.73398426e-01      -9.33119277e-02      -4.20964629e-01       6.16721147e-02       8.87993873e-02
        5.84861009e+01       4.31050889e-01      -2.72760350e-01      -9.24235858e-02      -4.20298522e-01       6.59501958e-02       8.88803915e-02
        5.84961003e+01       4.26851692e-01      -2.72079538e-01      -9.15344472e-02      -4.19589671e-01       7.02199993e-02       8.89587537e-02
        5.85060996e+01       4.22659797e-01      -2.71356073e-01      -9.06445380e-02      -4.18838178e-01       7.44811079e-02       8.90345187e-02
        5.85160989e+01       4.18475629e-01      -2.70590045e-01      -8.97538840e-02      -4.18044149e-01       7.87331054e-02       8.91077314e-02
        5.85260983e+01       4.14299613e-01      -2.69781548e-01      -8.88625105e-02      -4.17207694e-01       8.29755772e-02       8.91784367e-02
        5.85360976e+01       4.10132172e-01      -2.68930678e-01      -8.79704424e-02      -4.16328927e-01       8.72081101e-02       8.92466793e-02
        5.85460969e+01       4.05973730e-01      -2.68037536e-01      -8.70777040e-02      -4.15407966e-01       9.14302924e-02       8.93125039e-02
        5.85560963e+01       4.01824707e-01      -2.67102229e-01      -8.61843193e-02      -4.14444931e-01       9.56417137e-02       8.93759552e-02
        5.85660956e+01       3.97685524e-01      -2.66124867e-01      -8.52903118e-02      -4.13439949e-01       9.98419656e-02       8.94370777e-02
        5.85760949e+01       3.93556599e-01      -2.65105562e-01      -8.43957046e-02      -4.12393146e-01       1.04030641e-01       8.94959159e-02
        5.85860943e+01       3.89438350e-01      -2.64044433e-01      -8.35005203e-02      -4.11304656e-01       1.08207334e-01       8.95525141e-02
        5.85960936e+01       3.85331193e-01      -2.62941601e-01      -8.26047810e-02      -4.10174615e-01       1.12371640e-01       8.96069165e-02
        5.86060929e+01       3.81235542e-01      -2.61797192e-01      -8.17085086e-02      -4.09003163e-01       1.16523159e-01       8.96591672e-02
        5.86160923e+01       3.77151812e-01      -2.60611337e-01      -8.08117242e-02      -4.07790442e-01       1.20661488e-01       8.97093102e-02
        5.86260916e+01       3.73080414e-01      -2.59384169e-01      -7.99144488e-02      -4.06536601e-01       1.24786230e-01       8.97573891e-02
        5.86360909e+01       3.69021759e-01      -2.58115825e-01      -7.90167028e-02      -4.05241789e-01       1.28896986e-01       8.98034478e-02
        5.86460903e+01       3.64976255e-01      -2.56806449e-01      -7.81185062e-02      -4.03906161e-01       1.32993362e-01       8.98475296e-02
        5.86560896e+01       3.60944309e-01      -2.55456185e-01      -7.72198785e-02      -4.02529875e-01       1.37074963e-01       8.98896779e-02
        5.86660889e+01       3.56926329e-01      -2.54065183e-01      -7.63208388e-02      -4.01113091e-01       1.41141399e-01       8.99299357e-02
        5.86760883e+01       3.52922717e-01      -2.52633597e-01      -7.54214058e-02      -3.99655976e-01       1.45192278e-01       8.99683459e-02
        5.86860876e+01       3.48933876e-01      -2.51161584e-01      -7.45215978e-02      -3.98158696e-01       1.49227214e-01       9.00049512e-02
        5.86960869e+01       3.44960207e-01      -2.49649306e-01      -7.36214327e-02      -3.96621425e-01       1.53245818e-01       9.00397942e-02
        5.87060863e+01       3.41002109e-01      -2.48096927e-01      -7.27209277e-02      -3.95044337e-01       1.57247708e-01       9.00729171e-02
        5.87160856e+01       3.37059979e-01      -2.46504618e-01      -7.18201000e-02      -3.93427611e-01       1.61232501e-01       9.01043619e-02
        5.87260849e+01       3.33134213e-01      -2.44872551e-01      -7.09189661e-02      -3.91771429e-01       1.65199815e-01       9.01341704e-02
        5.87360843e+01       3.29225204e-01      -2.43200902e-01      -7.00175421e-02      -3.90075977e-01       1.69149273e-01       9.01623840e-02
        5.87460836e+01       3.25333344e-01      -2.41489852e-01      -6.91158438e-02      -3.88341444e-01       1.73080498e-01       9.01890442e-02
        5.87560829e+01       3.21459022e-01      -2.39739584e-01      -6.82138865e-02      -3.86568023e-01       1.76993116e-01       9.02141919e-02
        5.87660823e+01       3.17602628e-01      -2.37950288e-01      -6.73116851e-02      -3.84755909e-01       1.80886754e-01       9.02378678e-02
        5.87760816e+01       3.13764545e-01      -2.36122155e-01      -6.64092542e-02      -3.82905301e-01       1.84761041e-01       9.02601125e-02
        5.87860809e+01       3.09945160e-01      -2.34255380e-01      -6.55066079e-02      -3.81016402e-01       1.88615611e-01       9.02809659e-02
        5.87960803e+01       3.06144852e-01      -2.32350161e-01      -6.46037598e-02      -3.79089417e-01       1.92450095e-01       9.03004681e-02
        5.88060796e+01       3.02364003e-01      -2.30406702e-01      -6.37007233e-02      -3.77124556e-01       1.96264131e-01       9.03186585e-02
        5.88160789e+01       2.98602989e-01      -2.28425210e-01      -6.27975113e-02      -3.75122030e-01       2.00057357e-01       9.03355763e-02
        5.88260783e+01       2.94862187e-01      -2.26405893e-01      -6.18941363e-02      -3.73082056e-01       2.03829413e-01       9.03512606e-02
        5.88360776e+01       2.91141970e-01      -2.24348965e-01      -6.09906105e-02      -3.71004851e-01       2.07579941e-01       9.03657499e-02
        5.88460769e+01       2.87442708e-01      -2.22254644e-01      -6.00869456e-02      -3.68890638e-01       2.11308587e-01       9.03790823e-02
        5.88560763e+01       2.83764772e-01      -2.20123149e-01      -5.91831531e-02      -3.66739641e-01       2.15014998e-01       9.03912959e-02
        5.88660756e+01       2.80108526e-01      -2.17954706e-01      -5.82792438e-02      -3.64552089e-01       2.18698823e-01       9.04024282e-02
        5.88760749e+01       2.76474337e-01      -2.15749541e-01      -5.73752285e-02      -3.62328214e-01       2.22359714e-01       9.04125164e-02
        5.88860743e+01       2.72862565e-01      -2.13507885e-01      -5.64711174e-02      -3.60068249e-01       2.25997325e-01       9.04215972e-02
        5.88960736e+01       2.69273571e-01      -2.11229974e-01      -5.55669204e-02      -3.57772432e-01       2.29611312e-01       9.04297072e-02
        5.89060729e+01       2.65707712e-01      -2.08916045e-01      -5.46626469e-02      -3.55441005e-01       2.33201335e-01       9.04368824e-02
